,country_long,name,capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh,gCO2/KWh,generation_gwh_2017_with_estimated_data,tCO2_emitted_in_2013,tCO2_emitted_in_2014,tCO2_emitted_in_2015,tCO2_emitted_in_2016,tCO2_emitted_in_2017,tCO2_emitted_in_2017_with estimated_data,tCO2_emitted_in_2018_with estimated_data_extrapolated,tCO2_emitted_in_2019_with estimated_data_extrapolated
17,Algeria,Labreg,396.0,34.5056,6.9848,Gas power plant,,,,,,1639.0210158771988,443,1639.0210158771988,,,,,,726086.310033599,726086.310033599,726086.310033599
18,Algeria,Marsat,840.0,35.8,-0.1924,Gas power plant,,,,,,3476.711245800119,443,3476.711245800119,,,,,,1540183.0818894526,1540183.0818894526,1540183.0818894526
19,Algeria,Marsat TG,184.0,35.8,-0.1924,Gas power plant,,,,,,761.5653205085974,443,761.5653205085974,,,,,,337373.43698530865,337373.43698530865,337373.43698530865
20,Algeria,Msila 1,980.0,35.7071,4.4804,Gas power plant,,,,,,4056.1631201001373,443,4056.1631201001373,,,,,,1796880.262204361,1796880.262204361,1796880.262204361
21,Algeria,Ras Djinet,672.0,36.8509,3.6983,Gas power plant,,,,,,2781.3689966400952,443,2781.3689966400952,,,,,,1232146.4655115623,1232146.4655115623,1232146.4655115623
22,Algeria,Ravin Blanc,73.0,35.7095,-0.6319,Gas power plant,,,,,,302.1427630278675,443,302.1427630278675,,,,,,133849.2440213453,133849.2440213453,133849.2440213453
23,Algeria,Relizane,465.0,35.7835,0.5407,Gas power plant,,,,,,1924.608011067923,443,1924.608011067923,,,,,,852601.3489030899,852601.3489030899,852601.3489030899
24,Algeria,SKB IPP,484.0,36.1399,2.9296,Gas power plant,,,,,,2003.247908294354,443,2003.247908294354,,,,,,887438.8233743988,887438.8233743988,887438.8233743988
25,Algeria,SKS IPP SNC Lavalin,815.0,36.8789,6.9366,Gas power plant,,,,,,3373.237696817972,443,3373.237696817972,,,,,,1494344.2996903616,1494344.2996903616,1494344.2996903616
26,Algeria,SPP1 Thermal,150.0,32.9475,3.238,Gas power plant,,,,,,620.8412938928783,443,620.8412938928783,,,,,,275032.6931945451,275032.6931945451,275032.6931945451
27,Algeria,Skikda,262.0,36.88,6.935,Gas power plant,,,,,,1084.402793332894,443,1084.402793332894,,,,,,480390.437446472,480390.437446472,480390.437446472
28,Algeria,Terga,1200.0,35.4608,-1.2295,Gas power plant,,,,,,4966.730351143026,443,4966.730351143026,,,,,,2200261.545556361,2200261.545556361,2200261.545556361
29,Algeria,Tiaret,300.0,35.3396,1.3562,Gas power plant,,,,,,1241.6825877857566,443,1241.6825877857566,,,,,,550065.3863890902,550065.3863890902,550065.3863890902
30,Algeria,Tilghemt 1,200.0,33.1319,3.348,Gas power plant,,,,,,827.7883918571713,443,827.7883918571713,,,,,,366710.2575927269,366710.2575927269,366710.2575927269
31,Algeria,Tilghemt 2,600.0,33.1377,3.3678,Gas power plant,,,,,,2483.365175571513,443,2483.365175571513,,,,,,1100130.7727781804,1100130.7727781804,1100130.7727781804
32,Angola,Biopio,22.8,-12.4706,13.7319,Oil power plant,,,,,,739.2929145361577,778,739.2929145361577,,,,,,575169.8875091306,575169.8875091306,575169.8875091306
33,Angola,Cazenga,132.0,-8.8383,13.2344,Gas power plant,,,,,,0.0,443,0.0,,,,,,,,
34,Angola,Huambo,16.26,-12.76,15.75,Oil power plant,,,,,,527.2325785244706,778,527.2325785244706,,,,,,410186.9460920381,410186.9460920381,410186.9460920381
35,Angola,Lobito,20.0,-12.37,13.57,Gas power plant,,,,,,0.0,443,0.0,,,,,,,,
36,Angola,Luanda Diesel,58.0,-8.8383,13.2344,Oil power plant,,,,,,1880.657414170928,778,1880.657414170928,,,,,,1463151.468224982,1463151.468224982,1463151.468224982
37,Angola,Luanda Refinery,18.5,-8.8383,13.2344,Oil power plant,,,,,,599.8648648648649,778,599.8648648648649,,,,,,466694.8648648649,466694.8648648649,466694.8648648649
38,Angola,Malongo,10.0,-5.55,12.2,Oil power plant,,,,,,324.2512783053324,778,324.2512783053324,,,,,,252267.4945215486,252267.4945215486,252267.4945215486
39,Angola,Namibe,11.68,-15.1961,12.1522,Gas power plant,,,,,,0.0,443,0.0,,,,,,,,
40,Angola,Xitoto,11.34,-15.3333,15.0,Oil power plant,,,,,,367.70094959824684,778,367.70094959824684,,,,,,286071.338787436,286071.338787436,286071.338787436
41,Antarctica,McMurdo Station Generator,6.6,-77.847,166.6605,Oil power plant,,,,,,,778,,,,,,,,,
42,Argentina,AGUA DEL CAJON (GENERADOR DEL MEM),192.0,-38.9368,-68.3556,Gas power plant,,,,,,991.9287462505287,443,991.9287462505287,,,,,,439424.4345889842,439424.4345889842,439424.4345889842
43,Argentina,ALMIRANTE BROWN,25.0,-34.8386,-58.4033,Oil power plant,,,,,,407.32467320220576,778,407.32467320220576,,,,,,316898.59575131605,316898.59575131605,316898.59575131605
44,Argentina,ALTO VALLE,97.5,-38.9524,-68.0218,Gas power plant,,,,,,503.71381645534666,443,503.71381645534666,,,,,,223145.22068971858,223145.22068971858,223145.22068971858
45,Argentina,ALUMINE,1.9040000000000001,-39.2145,-70.9157,Oil power plant,,,,,,31.021847111079985,778,31.021847111079985,,,,,,24134.99705242023,24134.99705242023,24134.99705242023
46,Argentina,BANDERA,31.0,-23.8219,-64.7847,Oil power plant,,,,,,505.0825947707351,778,505.0825947707351,,,,,,392954.2587316319,392954.2587316319,392954.2587316319
47,Argentina,BARILOCHE (PUERTO  MORENO),5.7360000000000015,-41.1167,-71.4167,Oil power plant,,,,,,93.45657301951411,778,93.45657301951411,,,,,,72709.21380918198,72709.21380918198,72709.21380918198
48,Argentina,BERNARDO  DE IRIGOYEN,2.096,-26.2545,-53.6469,Oil power plant,,,,,,34.15010060127293,778,34.15010060127293,,,,,,26568.77826779034,26568.77826779034,26568.77826779034
49,Argentina,C.T. RUFINO,31.9,-34.2605,-62.7107,Oil power plant,,,,,,519.7462830060147,778,519.7462830060147,,,,,,404362.6081786794,404362.6081786794,404362.6081786794
50,Argentina,C.T. SAN VICENTE,27.6,-35.0241,-58.4237,Oil power plant,,,,,,449.6864392152351,778,449.6864392152351,,,,,,349856.0497094529,349856.0497094529,349856.0497094529
51,Argentina,CAA CATI,1.415,-27.7534,-57.6205,Oil power plant,,,,,,23.05457650324484,778,23.05457650324484,,,,,,17936.460519524484,17936.460519524484,17936.460519524484
52,Argentina,CACHI,1.07,-25.1089,-66.2106,Oil power plant,,,,,,17.433496013054405,778,17.433496013054405,,,,,,13563.259898156328,13563.259898156328,13563.259898156328
53,Argentina,CAFAYATE,4.1819999999999995,-26.0715,-65.9876,Oil power plant,,,,,,68.13727133326498,778,68.13727133326498,,,,,,53010.79709728015,53010.79709728015,53010.79709728015
54,Argentina,CAPITAL CATAMARCA - PREDIO CHOYA,5.728,-28.4537,-65.7841,Oil power plant,,,,,,93.32622912408935,778,93.32622912408935,,,,,,72607.80625854152,72607.80625854152,72607.80625854152
55,Argentina,CAPITAL CATAMARCA - PREDIO EX CARCEL,7.075,-28.4773,-65.7872,Oil power plant,,,,,,115.27288251622423,778,115.27288251622423,,,,,,89682.30259762245,89682.30259762245,89682.30259762245
56,Argentina,CAPITAL CATAMARCA - PREDIO RIPIERA,4.675,-28.4684,-65.7797,Oil power plant,,,,,,76.16971388881247,778,76.16971388881247,,,,,,59260.0374054961,59260.0374054961,59260.0374054961
57,Argentina,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,620.0,-38.7872,-62.2536,Coal power plant,,,,,,515.4115370362747,1050,515.4115370362747,,,,,,541182.1138880884,541182.1138880884,541182.1138880884
58,Argentina,CENTRAL LOMA DE LA LATA SA,540.0,-38.5127,-68.6048,Gas power plant,,,,,,2789.7995988296125,443,2789.7995988296125,,,,,,1235881.2222815184,1235881.2222815184,1235881.2222815184
59,Argentina,CENTRAL PARQUE INDUSTRIAL LA BANDA,11.228,-38.062,-67.9463,Oil power plant,,,,,,182.9376572285746,778,182.9376572285746,,,,,,142325.49732383105,142325.49732383105,142325.49732383105
60,Argentina,CENTRAL T.GENELBA,673.6,-34.9027,-58.7334,Gas power plant,,,,,,3480.016684762273,443,3480.016684762273,,,,,,1541647.391349687,1541647.391349687,1541647.391349687
61,Argentina,CENTRAL T.GENELBA PLUS,164.55,-34.9027,-58.7334,Gas power plant,,,,,,850.1139333100238,443,850.1139333100238,,,,,,376600.4724563405,376600.4724563405,376600.4724563405
62,Argentina,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),280.0,-31.7112,-60.7811,Gas power plant,,,,,,1446.562754948688,443,1446.562754948688,,,,,,640827.3004422688,640827.3004422688,640827.3004422688
63,Argentina,CENTRAL TERMICA DE CICLO COMBINADO SALTA,643.0,-24.7456,-65.0513,Gas power plant,,,,,,3321.9280408285936,443,3321.9280408285936,,,,,,1471614.122087067,1471614.122087067,1471614.122087067
64,Argentina,CENTRAL TERMICA GÜEMES SA,361.0,-24.6894,-65.0425,Coal power plant,,,,,,300.1025239840244,1050,300.1025239840244,,,,,,315107.65018322563,315107.65018322563,315107.65018322563
65,Argentina,CENTRAL TERMICA LA BANDA,32.0,-27.7528,-64.2655,Gas power plant,,,,,,165.3214577084215,443,165.3214577084215,,,,,,73237.40576483072,73237.40576483072,73237.40576483072
66,Argentina,CENTRAL TERMICA PIQUIRENDA SA,30.44,-22.3497,-63.7664,Oil power plant,,,,,,495.9585220910057,778,495.9585220910057,,,,,,385855.73018680245,385855.73018680245,385855.73018680245
67,Argentina,CENTRAL TERMICA REMEDIOS DE ESCALADA,25.0,-34.7208,-58.3881,Oil power plant,,,,,,407.32467320220576,778,407.32467320220576,,,,,,316898.59575131605,316898.59575131605,316898.59575131605
68,Argentina,CENTRAL TERMOELECTRICA GUILLERMO BROWN,524.0,-34.6268,-58.5438,Gas power plant,,,,,,2707.1388699754016,443,2707.1388699754016,,,,,,1199262.519399103,1199262.519399103,1199262.519399103
69,Argentina,CENTRAL TERMOELECTRICA MANUEL BELGRANO,868.2,-24.6894,-65.0425,Gas power plant,,,,,,4485.37779945161,443,4485.37779945161,,,,,,1987022.3651570634,1987022.3651570634,1987022.3651570634
70,Argentina,CENTRAL TERMOELECTRICA TIMBUES,865.1400000000001,-32.5778,-60.791,Gas power plant,,,,,,4469.5689350582425,443,4469.5689350582425,,,,,,1980019.0382308015,1980019.0382308015,1980019.0382308015
71,Argentina,CHILECITO,5.0,-29.1578,-67.5069,Oil power plant,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322,63379.71915026322,63379.71915026322
72,Argentina,COMANDANTE ANDRESITO,2.372,-25.6669,-54.0419,Oil power plant,,,,,,38.646964993425286,778,38.646964993425286,,,,,,30067.338764884873,30067.338764884873,30067.338764884873
73,Argentina,COMODORO RIVADAVIA,141.02,-25.9913,-54.6278,Gas power plant,,,,,,728.5509989388,443,728.5509989388,,,,,,322748.09252988844,322748.09252988844,322748.09252988844
74,Argentina,CORRIENTES,1.4,-27.4708,-58.8042,Oil power plant,,,,,,22.810181699323522,778,22.810181699323522,,,,,,17746.3213620737,17746.3213620737,17746.3213620737
75,Argentina,COSTANERA,1982.2,-34.626,-58.3393,Coal power plant,,,,,,1647.8205624408122,1050,1647.8205624408122,,,,,,1730211.5905628528,1730211.5905628528,1730211.5905628528
76,Argentina,CRUZ DE PIEDRA,17.94,-33.0349,-68.7971,Gas power plant,,,,,,92.6833422277838,443,92.6833422277838,,,,,,41058.720606908224,41058.720606908224,41058.720606908224
77,Argentina,CRUZ DEL EJE,5.052,-30.7636,-64.7538,Oil power plant,,,,,,82.31216996070172,778,82.31216996070172,,,,,,64038.86822942594,64038.86822942594,64038.86822942594
78,Argentina,CT 13 DE JULIO,26.0,-32.1613,-64.1537,Gas power plant,,,,,,134.32368438809246,443,134.32368438809246,,,,,,59505.39218392496,59505.39218392496,59505.39218392496
79,Argentina,CT ALEM,15.0,-43.0907,-65.2298,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
80,Argentina,CT ALUMINE,6.3,-38.8706,-70.5753,Oil power plant,,,,,,102.64581764695585,778,102.64581764695585,,,,,,79858.44612933166,79858.44612933166,79858.44612933166
81,Argentina,CT ARISTOBULO DEL VALLE,15.0,-27.0922,-54.8625,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
82,Argentina,CT ARRECIFES,20.0,-34.0414,-60.1297,Oil power plant,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288,253518.87660105288,253518.87660105288
83,Argentina,CT AÑATUYA,19.2,-28.4431,-62.8569,Oil power plant,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077,243378.12153701077,243378.12153701077
84,Argentina,CT AÑATUYA II,11.5,-28.4431,-62.8569,Oil power plant,,,,,,187.36934967301465,778,187.36934967301465,,,,,,145773.3540456054,145773.3540456054,145773.3540456054
85,Argentina,CT BARILOCHE,20.0,-41.1497,-71.2633,Oil power plant,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288,253518.87660105288,253518.87660105288
86,Argentina,CT BELL VILLE,15.62,-32.6103,-62.6864,Oil power plant,,,,,,254.49645581673812,778,254.49645581673812,,,,,,197998.24262542225,197998.24262542225,197998.24262542225
87,Argentina,CT BRAGADO,49.8,-35.1364,-60.4311,Gas power plant,,,,,,257.28151855873097,443,257.28151855873097,,,,,,113975.71272151782,113975.71272151782,113975.71272151782
88,Argentina,CT CAPITAN SARMIENTO,5.0,-34.1636,-59.7683,Oil power plant,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322,63379.71915026322,63379.71915026322
89,Argentina,CT CATAMARCA,19.2,-28.4706,-65.7647,Oil power plant,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077,243378.12153701077,243378.12153701077
90,Argentina,CT CAVIAHUE,5.0,-38.0528,-70.6136,Oil power plant,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322,63379.71915026322,63379.71915026322
91,Argentina,CT CERES,18.0,-29.8883,-61.9297,Oil power plant,,,,,,293.2737647055881,778,293.2737647055881,,,,,,228166.98894094757,228166.98894094757,228166.98894094757
92,Argentina,CT CHARATA,19.4,-27.2369,-61.1939,Oil power plant,,,,,,316.08394640491167,778,316.08394640491167,,,,,,245913.31030302128,245913.31030302128,245913.31030302128
93,Argentina,CT CHILECITO,10.0,-29.1581,-67.5072,Oil power plant,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644,126759.43830052644,126759.43830052644
94,Argentina,CT CIPOLLETTI,5.0,-38.9133,-67.9414,Oil power plant,,,,,,81.46493464044116,778,81.46493464044116,,,,,,63379.71915026322,63379.71915026322,63379.71915026322
95,Argentina,CT COLON BUENOS AIRES,15.3,-33.9222,-61.0769,Oil power plant,,,,,,249.2826999997499,778,249.2826999997499,,,,,,193941.9405998054,193941.9405998054,193941.9405998054
96,Argentina,CT CONCEPCION DEL URUGUAY,41.78,-32.4767,-58.2672,Gas power plant,,,,,,215.84782822055783,443,215.84782822055783,,,,,,95620.58790170711,95620.58790170711,95620.58790170711
97,Argentina,CT CORRIENTES,20.0,-27.4708,-58.8042,Oil power plant,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288,253518.87660105288,253518.87660105288
98,Argentina,CT ECOENERGIA (PETROBRAS),13.2,-38.6871,-62.3961,Coal power plant,,,,,,10.973277885288427,1050,10.973277885288427,,,,,,11521.941779552848,11521.941779552848,11521.941779552848
99,Argentina,CT ENSENADA DE BARRAGAN,567.0,-34.8597,-57.9557,Gas power plant,,,,,,2929.289578771093,443,2929.289578771093,,,,,,1297675.2833955942,1297675.2833955942,1297675.2833955942
100,Argentina,CT ESQUINA,16.5,-30.055,-59.5294,Oil power plant,,,,,,268.8342843134558,778,268.8342843134558,,,,,,209153.0731958686,209153.0731958686,209153.0731958686
101,Argentina,CT FORMOSA II,30.0,-26.1764,-58.2094,Oil power plant,,,,,,488.7896078426468,778,488.7896078426468,,,,,,380278.3149015792,380278.3149015792,380278.3149015792
102,Argentina,CT GENERAL VILLEGAS,23.49,-35.0347,-62.9981,Oil power plant,,,,,,382.72226294079246,778,382.72226294079246,,,,,,297757.92056793656,297757.92056793656,297757.92056793656
103,Argentina,CT GOYA,13.0,-29.1583,-59.2728,Oil power plant,,,,,,211.80883006514702,778,211.80883006514702,,,,,,164787.26979068437,164787.26979068437,164787.26979068437
104,Argentina,CT INDEPENDENCIA,120.0,-26.8666,-65.2247,Gas power plant,,,,,,619.9554664065806,443,619.9554664065806,,,,,,274640.2716181152,274640.2716181152,274640.2716181152
105,Argentina,CT INGENIERO JUAREZ,4.0,-23.9078,-61.8342,Oil power plant,,,,,,65.17194771235292,778,65.17194771235292,,,,,,50703.77532021057,50703.77532021057,50703.77532021057
106,Argentina,CT INTA CATAMARCA,7.04,-28.4733,-65.7275,Oil power plant,,,,,,114.70262797374113,778,114.70262797374113,,,,,,89238.6445635706,89238.6445635706,89238.6445635706
107,Argentina,CT ISLA VERDE,24.5,-33.2425,-62.395,Oil power plant,,,,,,399.17817973816165,778,399.17817973816165,,,,,,310560.62383628974,310560.62383628974,310560.62383628974
108,Argentina,CT JUAN JOSE CASTELLI,15.0,-25.9564,-60.6204,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
109,Argentina,CT JUNIN,22.0,-34.5708,-60.9161,Oil power plant,,,,,,358.44571241794114,778,358.44571241794114,,,,,,278870.7642611582,278870.7642611582,278870.7642611582
110,Argentina,CT LA PLATA,40.4,-34.9344,-58.016,Oil power plant,,,,,,658.2366718947644,778,658.2366718947644,,,,,,512108.1307341267,512108.1307341267,512108.1307341267
111,Argentina,CT LA RIOJA DELIVERY,19.2,-29.3811,-66.8325,Oil power plant,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077,243378.12153701077,243378.12153701077
112,Argentina,CT LA RIOJA SUR,10.0,-29.3808,-66.8319,Oil power plant,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644,126759.43830052644,126759.43830052644
113,Argentina,CT LAGUNA BLANCA,7.0,-25.1286,-58.2597,Oil power plant,,,,,,114.05090849661758,778,114.05090849661758,,,,,,88731.60681036848,88731.60681036848,88731.60681036848
114,Argentina,CT LAS ARMAS,10.4,-37.0781,-57.8181,Gas power plant,,,,,,53.72947375523698,443,53.72947375523698,,,,,,23802.156873569984,23802.156873569984,23802.156873569984
115,Argentina,CT LAS ARMAS II,23.37,-37.0781,-57.8181,Gas power plant,,,,,,120.73632708268156,443,120.73632708268156,,,,,,53486.19289762793,53486.19289762793,53486.19289762793
116,Argentina,CT LAS PALMAS,6.0,-27.0289,-58.6997,Oil power plant,,,,,,97.75792156852938,778,97.75792156852938,,,,,,76055.66298031586,76055.66298031586,76055.66298031586
117,Argentina,CT LIBERTADOR GENERAL SAN MARTIN,15.0,-40.8421,-68.0869,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
118,Argentina,CT LINCOLN,15.002,-34.8578,-61.5206,Oil power plant,,,,,,244.42738989517963,778,244.42738989517963,,,,,,190164.50933844974,190164.50933844974,190164.50933844974
119,Argentina,CT LOBOS,15.686,-35.1917,-59.0808,Oil power plant,,,,,,255.57179295399197,778,255.57179295399197,,,,,,198834.85491820576,198834.85491820576,198834.85491820576
120,Argentina,CT MAGDALENA,25.0,-35.1001,-57.4839,Oil power plant,,,,,,407.32467320220576,778,407.32467320220576,,,,,,316898.59575131605,316898.59575131605,316898.59575131605
121,Argentina,CT MATHEU,41.0,-34.3931,-58.8372,Gas power plant,,,,,,211.81811768891504,443,211.81811768891504,,,,,,93835.42613618936,93835.42613618936,93835.42613618936
122,Argentina,CT MEDANITOS (RINCON DE LOS SAUCES),32.0,-37.4102,-68.9,Oil power plant,,,,,,521.3755816988233,778,521.3755816988233,,,,,,405630.20256168453,405630.20256168453,405630.20256168453
123,Argentina,CT MIRAMAR I,20.0,-38.2472,-57.8242,Oil power plant,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288,253518.87660105288,253518.87660105288
124,Argentina,CT OLAVARRIA,38.8,-36.9439,-60.2361,Gas power plant,,,,,,200.4522674714611,443,200.4522674714611,,,,,,88800.35448985727,88800.35448985727,88800.35448985727
125,Argentina,CT ORAN,15.0,-23.1258,-64.3069,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
126,Argentina,CT PARANA,40.0,-31.7764,-60.4553,Gas power plant,,,,,,206.65182213552688,443,206.65182213552688,,,,,,91546.75720603841,91546.75720603841,91546.75720603841
127,Argentina,CT PARQUE INDUSTRIAL CATAMARCA,15.0,-28.5339,-65.7997,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
128,Argentina,CT PASO DE LA PATRIA,7.2,-27.3236,-58.5667,Oil power plant,,,,,,117.30950588223524,778,117.30950588223524,,,,,,91266.79557637902,91266.79557637902,91266.79557637902
129,Argentina,CT PEHUAJO,22.4,-35.8336,-61.8758,Oil power plant,,,,,,364.9629071891764,778,364.9629071891764,,,,,,283941.14179317927,283941.14179317927,283941.14179317927
130,Argentina,CT PINAMAR,21.0,-37.0953,-56.8789,Gas power plant,,,,,,108.4922066211516,443,108.4922066211516,,,,,,48062.04753317016,48062.04753317016,48062.04753317016
131,Argentina,CT PIRANE,16.25,-25.6786,-59.0756,Oil power plant,,,,,,264.7610375814337,778,264.7610375814337,,,,,,205984.08723835542,205984.08723835542,205984.08723835542
132,Argentina,CT PLUSPETROL NORTE,246.0,-26.9955,-65.166,Gas power plant,,,,,,1270.9087061334903,443,1270.9087061334903,,,,,,563012.5568171362,563012.5568171362,563012.5568171362
133,Argentina,CT RAFAELA,19.2,-31.2567,-61.5203,Oil power plant,,,,,,312.82534901929404,778,312.82534901929404,,,,,,243378.12153701077,243378.12153701077,243378.12153701077
134,Argentina,CT REALICO,24.0,-35.055,-64.2406,Oil power plant,,,,,,391.03168627411753,778,391.03168627411753,,,,,,304222.65192126343,304222.65192126343,304222.65192126343
135,Argentina,CT ROCA,130.0,-31.8919,-60.0106,Gas power plant,,,,,,671.6184219404622,443,671.6184219404622,,,,,,297526.9609196248,297526.9609196248,297526.9609196248
136,Argentina,CT SAENZ PEÑA  I,20.0,-26.8156,-60.4114,Oil power plant,,,,,,325.85973856176463,778,325.85973856176463,,,,,,253518.87660105288,253518.87660105288,253518.87660105288
137,Argentina,CT SAENZ PEÑA  II,15.0,-26.8153,-60.4125,Oil power plant,,,,,,244.39480392132344,778,244.39480392132344,,,,,,190139.15745078964,190139.15745078964,190139.15745078964
138,Argentina,CT SALTO,22.5,-27.4597,-65.6055,Oil power plant,,,,,,366.5922058819851,778,366.5922058819851,,,,,,285208.7361761844,285208.7361761844,285208.7361761844
139,Argentina,CT SAN MARTIN NORTE III,5.1000000000000005,-34.5252,-58.6206,Oil power plant,,,,,,83.09423333324997,778,83.09423333324997,,,,,,64647.31353326848,64647.31353326848,64647.31353326848
140,Argentina,CT SAN MIGUEL DE TUCUMAN,396.62,-26.9955,-65.166,Gas power plant,,,,,,2049.056142384817,443,2049.056142384817,,,,,,907731.871076474,907731.871076474,907731.871076474
141,Argentina,CT SAN MIGUEL NORTE III,11.5,-34.5252,-58.6206,Oil power plant,,,,,,187.36934967301465,778,187.36934967301465,,,,,,145773.3540456054,145773.3540456054,145773.3540456054
142,Argentina,CT SANTA ROSA,6.0,-28.2628,-58.0006,Oil power plant,,,,,,97.75792156852938,778,97.75792156852938,,,,,,76055.66298031586,76055.66298031586,76055.66298031586
143,Argentina,CT TARTAGAL,10.0,-22.5406,-63.8056,Oil power plant,,,,,,162.92986928088231,778,162.92986928088231,,,,,,126759.43830052644,126759.43830052644,126759.43830052644
